No,name, cid,MOLECULAR_FORMULA,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,,,,,,,,,,,,,,,,,
7442,"Phenol, 4,4'-(1,1,3-trimethyl-1,3-propanediyl)bis-, didehydro deriv.",5372025,C18H20O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7443,Synektan NPP,160317,C16H20Na3O6S+3,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7444,"3,4-Bis(3,5-di(tert-butyl)-4-hydroxyphenyl)hexane",3024606,C34H54O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7445,"2,2'-Biphenyldiol, 4,4'-di-tert-butyl-",46308,C20H26O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7446,"4,4'-Biphenyldiol, 2,2'-dipropyl-",46309,C18H22O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
7447,"4,4'-Biphenyldiol, 2,2'-diallyl-",46319,C18H18O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7448,"trans-Diethyl-1,1,1',1'-stilbestrol-3,3',5,5'-d8",12312955,C18H20O2,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7449,"Cadmium bis(p-(1,1,3,3-tetramethylbutyl)phenolate)",44146522,C28H42CdO2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7450,"Lead(2+) 4,4'-isopropylidenebisphenolate",44150275,C15H14O2Pb,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
7451,Hexestrol-d4,46781694,C18H22O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7452,"Phenol, 4-(1,1-dimethyl-4-penten-2-ynyl)-",134549,C13H14O,3,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
7453,4-(1-Phenylcyclopentyl)phenol,1538533,C17H18O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7454,"Phenol, 4-(1,1-diphenylpropyl)-",4186462,C21H20O,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
7455,4-(1-Methylhexyl)phenol,11030646,C13H20O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7456,"4-(1,3-Dimethylpentyl)phenol",12456013,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7457,4-(3-Methylhexyl)phenol,13432990,C13H20O,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
7458,"4,4'-(Cyclododecane-1,1-diyl)diphenol",15850060,C24H32O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7459,4-(1-Methylcyclopropyl)phenol,17973047,C10H12O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7460,(5-(Tert-butyl)-2-hydroxyphenyl)boronic acid,18616974,C10H15BO3,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7461,"5,5-Dimethyl-5,6,7,8-tetrahydronaphthalen-2-ol",20287702,C12H16O,4,4,3,3,4,3,4,,,,,,,,,,,,,,,,,
7462,4-Tert-butyl-3-fluorophenol,20583424,C10H13FO,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7463,"Phenol, tetrapropylene-",22833446,C18H30O,2,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
7464,4-(4-Methylhexyl)phenol,57069723,C13H20O,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
7465,"4-(1,4-Dimethylpentyl)phenol",57204176,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7466,"4-(1-Ethyl-2,2-dimethylpropyl)phenol",58749686,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7467,"4-(1,2-Dimethylpentyl)phenol",59090481,C13H20O,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7468,"4-(1,2,2-Trimethylbutyl)phenol",67477267,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7469,"4-(1,3,3-Trimethylbutyl)phenol",67567606,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7470,4-(1-Ethyl-3-methylbutyl)phenol,68216138,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7471,"4-(1,1,2-Trimethylbutyl)phenol",70020461,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7472,"4-N-Nonylphenol-2,3,5,6-D4,OD",90472216,C15H24O,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7473,"4-(1-Ethyl-1,2-dimethylpropyl)phenol",130033793,C13H20O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7474,bisphenyl A sulfate,155486796,C15H15O5S-,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7475,Tetraiodobisphenola,14250743,C15H12I4O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7476,4-[(2~{R})-butan-2-yl]phenol,38989049,C10H14O,3,4,2,4,3,4,4,,,,,,,,,,,,,,,,,
7477,"1,2-Dimethyl-1,2-bis(3'-hydroxyphenyl)ethane",127594,C16H18O2,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7478,"1,2-Dipropyl-1,2-bis(3'-hydroxyphenyl)ethane",132896,C20H26O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7479,"Iodo-2,3-bis(4-hydroxyphenyl)pentane",134175,C17H19IO2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7480,1-Fluoro-norhexestrol,134199,C17H19FO2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7481,"Indenestrol A, (-)-",146460,C18H18O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7482,"3,4'-Dihydroxy-alpha,beta-diethylstilbene",3035633,C18H20O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7483,"1,1,2,2-Tetramethyl-1,2-bis(3-hydroxyphenyl)ethane",12610678,C18H22O2,3,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7484,"4-[(3S,4R)-4-phenylhexan-3-yl]phenol",44359560,C18H22O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7485,(e)-1-(4-Hydroxyphenyl)-2-[2-(4-hydroxyphenyl)ethylidene]adamantane,44400631,C24H26O2,2,3,3,4,4,4,3,,,,,,,,,,,,,,,,,
7486,4-[(E)-[1-(4-hydroxyphenyl)-2-adamantylidene]methyl]phenol,44400677,C23H24O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7487,"4,4'-((4-Hydroxyphenyl)-1-methyldecylidene)bisphenol",44151591,C29H36O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7488,"4-(3,6-Dimethylheptan-2-yl)phenol",71344406,C15H24O,3,4,1,4,4,4,3,,,,,,,,,,,,,,,,,
7489,"4-(1,3-Dimethyl-1-propylbutyl)phenol",71344407,C15H24O,2,4,0,3,4,4,3,,,,,,,,,,,,,,,,,
7490,"4-(2,3,5-Trimethylhexan-2-yl)phenol",71406400,C15H24O,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
7491,"4-(1-Ethyl-1,2-dimethylpentyl)phenol",71413770,C15H24O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7492,"4-(1-Propyl-1,2-dimethylbutyl)phenol",71413771,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7493,"4-(2-Ethyl-1,1-dimethylpentyl)phenol",71587747,C15H24O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7494,"4-(1,2,2-Trimethylhexyl)phenol",91242649,C15H24O,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7495,"4-(1,6-Dimethylheptyl)phenol",91753363,C15H24O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7496,"Phenol, 2(or 4)-sec-docosyl-",73555345,C28H50O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7497,"Phenol, 2(or 4)-sec-tetracosyl-",73555346,C30H54O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7498,4-[3-(4-Hydroxyphenyl)-2-methylidenebut-3-enyl]phenol,5321922,C17H16O2,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7499,"4-[(1Z)-3-(4-hydroxyphenyl)-3-methyl-penta-1,4-dienyl]phenol",6476798,C18H18O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7500,Cyclobakuchiol A,10083762,C18H24O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7501,"4-[(3S)-3,7-dimethylocta-1,6-dien-3-yl]phenol",11241707,C16H22O,3,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7502,"4-[(1S,2R,5S)-5-(4-hydroxyphenyl)-5-methyl-2-propan-2-ylcyclohexyl]phenol",14264024,C22H28O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7503,"(8E,10Z)-tricyclo[12.3.1.12,6]nonadeca-1(17),2,4,6(19),8,10,14(18),15-octaene-3,17-diol",24813211,C19H18O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7504,"4-[5-(4-Hydroxyphenyl)penta-1,4-dienyl]phenol",85901230,C17H16O2,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7505,4-Oct-3-enylphenol,86035163,C14H20O,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7506,"4-[(1S,2S,5R)-5-ethenyl-2-(2-hydroxypropan-2-yl)-5-methylcyclohexyl]phenol",101956380,C18H26O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7507,"4-[(1R,2S,5R)-5-ethenyl-5-methyl-2-prop-1-en-2-ylcyclohexyl]phenol",102105845,C18H24O,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7508,"4-[(3R,6R)-6-hydroxy-3,7-dimethylocta-1,7-dien-3-yl]phenol",162962239,C16H22O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7509,"3-[3-(4-Hydroxyphenyl)penta-1,4-dienyl]phenol",162963292,C17H16O2,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7510,"4-[(E,2S)-4-(4-hydroxyphenyl)-2,3-dimethylbut-3-enyl]phenol",163189402,C18H20O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7511,"p-tert-Butylphenol, bisphenol A, formaldehyde resin",62081,C26H32O4,2,4,2,3,4,4,4,,,,,,,,,,,,,,,,,
7512,Mercurobutol,71633,C10H13ClHgO,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7513,2-Fluoro-4-[3-(3-fluoro-4-hydroxyphenyl)pentan-2-yl]phenol,71713,C17H18F2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7514,Diethylstilbestrol pinacolone,101371,C18H20O3,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7515,4-Tert-butylphenol; formaldehyde,104912,C11H16O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7516,Carbonic acid;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,159987,C16H18O5,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7517,Formaldehyde; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,159993,C16H18O3,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7518,erythro-Mea,167915,C17H20O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7519,"Formaldehyde;4-(2,4,4-trimethylpentan-2-yl)phenol",168587,C15H24O2,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7520,Formaldehyde--4-(2-methylbutan-2-yl)phenol (1/1),168710,C12H18O2,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7521,4-Tert-butylphenol;formaldehyde;phenol,168807,C17H22O3,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7522,Acetylene;4-tert-butylphenol,168818,C12H16O,4,4,1,4,3,4,4,,,,,,,,,,,,,,,,,
7523,Bisphenol A propylene oxide,169074,C18H22O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7524,"4-(3,7,11,15-Tetramethyl-6,10,14-hexadecatrienoyl)morpholine",169624,C28H42O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7525,Chlorosulfanyl thiohypochlorite;4-(2-methylbutan-2-yl)phenol,172231,C11H16Cl2OS2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7526,Septyl,180576,C23H26O2,2,4,3,3,4,3,4,,,,,,,,,,,,,,,,,
7527,"(+)-4,4'-(1,2-Dimethylethylene)diphenol",197049,C16H18O2,4,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7528,4-(2-Methyl-5-propan-2-ylcyclohexyl)phenol,225564,C16H24O,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7529,"2,2'-Ethylenebis(4-methyl-6-t-butylphenol)",522278,C24H34O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7530,"4,4'-(1,3-Adamantanediyl)diphenol",4454346,C22H24O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7531,Pseudodiethylstilbestrol,6441601,C18H20O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7532,(E)-but-2-enedioic acid;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,6455730,C19H20O6,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7533,"4-(2,4,4-Trimethylpentan-2-yl)phenol--acetylene (1/1)",6455739,C16H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7534,Dioxydiphenylhexan,10778469,C18H22O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7535,"[1,1'-Biphenyl]-2,2'-diol, 3,3'-bis(1,1-dimethylethyl)-5,5'-dimethyl-",10853602,C22H30O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7536,4-(2-Methylphenyl)phenol,11629708,C13H12O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7537,4-(1-Methylundecyl)phenol,12233404,C18H30O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7538,"3,5-Di-tert-butyl-4'-methyl-4-biphenylol",12258920,C21H28O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7539,p-s-Hexylphenol,12579179,C12H18O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7540,Bifluranol,12850912,C17H18F2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7541,"2,2'-Selanylbis(4,6-di-tert-butylphenol)",12984283,C28H42O2Se,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
7542,"3-(1,1-Dimethylethyl)-4-methylphenol",13130216,C11H16O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7543,"4,4'-(Propane-2,2-diyl)di(benzene-1,2-diol)",13599489,C15H16O4,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7544,4-t-Dodecylphenol,14595154,C18H30O,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
7545,4-(4-Ethylphenyl)phenol,14716806,C14H14O,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7546,"2,2-Bis(4-hydroxyphenyl)heptane",18534506,C19H24O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7547,4-(trans-4-Butylcyclohexyl)phenol,19845546,C16H24O,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7548,"6-Methyl-[1,1'-biphenyl]-3-ol",21570303,C13H12O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7549,4-Isohexylphenol,21867913,C12H18O,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7550,"4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol",22107311,C15H10F6O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7551,4-Methyl-2-(2-methylpentan-2-yl)phenol,23455954,C13H20O,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7552,p-Oxyphenyl-p-Kresol,59014783,C13H12O2,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7553,Bisphenol A monosulfate,67701712,C15H16O5S,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7554,p-Phenylphenol formaldehyde,68541953,C13H12O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7555,"4,4'-(1-Phenylbut-1-ene-1,2-diyl)diphenol",69579963,C22H20O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7556,bisphenol A phenol formaldehyde,70535863,C22H24O4,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
7557,4-[2-(4-Hydroxyphenyl)propan-2-yl]phenol;2-methyloxirane;oxirane,87353933,C20H26O4,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7558,"4,4'-Hexafluoroisopropylidenediphenol",132281841,C15H10F6O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7559,"2,2-Bis(4-hydroxyphenyl)propane-phosgene Copolymer",155387613,C16H16Cl2O3,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7560,4-(2-(4-Methylcyclohexyl)propane-2-yl)phenol,251444,C16H24O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7561,"1,1-Bis(4-hydroxyphenyl)-4-methylcyclohexane",754769,C19H22O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7562,"2,6-Bis(tert-butyl)-4-{3-[3,5-bis(tert-butyl)-4-hydroxyphenyl]-1-methylpropyl} phenol",4665818,C32H50O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7563,"4,4'-(Cyclopropane-1,1-diyl)diphenol",18365740,C15H14O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7564,"4'-Octyl-[1,1'-biphenyl]-4-ol",14047211,C20H26O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7565,"3-Methyl-4-(1,1,3,3-tetramethylbutyl) phenol",19822810,C15H24O,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7566,4-[(2S)-butan-2-yl]phenol,24884218,C10H14O,3,4,2,4,3,4,4,,,,,,,,,,,,,,,,,
7567,"4-(2,2,4-Trimethylpentyl) phenol",91750139,C14H22O,3,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
7568,2-(2-Methylbut-3-en-2-yl)-4-prop-2-enylphenol,25098972,C14H18O,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7569,"2,2'-Ethylenediphenol",572469,C14H14O2,2,2,0,3,4,4,4,,,,,,,,,,,,,,,,,
7570,4-(1-Methylcyclobutyl)phenol,584254,C11H14O,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7571,4-t-Butyl-2-(dimethylbenzyl)phenol,600436,C19H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7572,"Phenol, 2-(1,1-dimethylethyl)-4-(1,1,3,3-tetramethylbutyl)-",605573,C18H30O,4,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7573,"5,5'-Bis(1,1-dimethylethyl)-1,1'-biphenyl-2,2'-diol",6426113,C20H26O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7574,"[1,1'-Biphenyl]-2,2'-diol, 5,5'-bis(1,1-dimethylethyl)-3,3'-dimethyl-",12262644,C22H30O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7575,"4,4'-Methylenebis(2-tert-butylphenol)",12334675,C21H28O2,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7576,"2-[2-Hydroxy-3,5-bis(2-methylbutan-2-yl)phenyl]-4,6-bis(2-methylbutan-2-yl)phenol",12405891,C32H50O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7577,4-t-Butyl-2-(2-methylprop-1-enyl)phenol,13201003,C14H20O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7578,"4,4'-(Propane-1,1-diyl)bis(2,6-di-tert-butylphenol)",13234861,C31H48O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7579,"4,4'-Methylenebis(3,5-di-tert-butylphenol)",13907019,C29H44O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7580,2-(2-Methylheptan-2-yl)phenol,14252214,C14H22O,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7581,2-tert-Butyl-4-(2-methylbutan-2-yl)phenol,14765852,C15H24O,4,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7582,4-(1-Hydroxy-1-phenylethyl)phenol,15128190,C14H14O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7583,1-(4-(1-(4-(2-Hydroxypropoxy)phenyl)-1-methylethyl)phenoxy)-2-propanol,16212643,C18H24O4,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7584,3-[(4-Hydroxyphenyl)methyl]phenol,18522658,C13H12O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
7585,"4-p-Hydroxyphenyl-2,2,4-trimethylselenachroman",21652195,C18H20OSe,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7586,t-Heptylphenol,85717521,C13H20O,2,2,4,4,4,4,4,,,,,,,,,,,,,,,,,
7587,2-(4-Hydroxy-3-prop-2-enylphenyl)-6-(3-methyl-6-propan-2-ylcyclohex-2-en-1-yl)-4-prop-2-enylphenol,5320619,C28H34O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7588,"4,4'-(1,3-Dimethylcyclobutane-1,3-diyl)diphenol",436731,C18H20O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7589,"2,4-ditert-butyl-6-[(1R)-1-phenylpropyl]phenol",3246636,C23H32O,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7590,"3-[5-(3-Hydroxyphenyl)-2,7-dimethyloctan-4-yl]phenol",12861429,C22H30O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7591,2-tert-butyl-4-[(E)-2-(4-hydroxyphenyl)ethenyl]phenol,16748890,C18H20O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7592,"4-[(1E)-3-[(E)-2-(4-hydroxyphenyl)ethenyl]-3,7-dimethylocta-1,6-dienyl]phenol",46838282,C24H28O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7593,"2,4-ditert-butyl-6-[(1S)-1-phenylethyl]phenol",56683369,C22H30O,4,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7594,2-Ethyl-4-[5-(3-ethyl-4-hydroxyphenyl)nonan-5-yl]phenol,71714519,C25H36O2,2,4,2,3,4,3,4,,,,,,,,,,,,,,,,,
7595,4-[4-(4-Hydroxyphenyl)hexan-3-yl]-2-iodophenol,12222435,C18H21IO2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7596,4-[4-(4-Hydroxy-3-iodophenyl)hexan-3-yl]-2-iodophenol,12222440,C18H20I2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7597,"4-[4-(4-Hydroxyphenyl)hexan-3-yl]-2,6-diiodophenol",12222441,C18H20I2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7598,"4-[4-(4-Hydroxy-3-iodophenyl)hexan-3-yl]-2,6-diiodophenol",12222444,C18H19I3O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7599,4-(3-ethyl-1H-inden-2-yl)phenol,44308925,C17H16O,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
7600,CID 230017,230017,C18H21FO2,2,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7601,4-(1-Ethyl-2-phenylbutyl)phenol,230019,C18H22O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7602,3-[6-(3-Hydroxyphenyl)decan-5-yl]phenol,326252,C22H30O2,2,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
7603,"4-(1-Phenylethyl)-2,6-ditert-butyl-phenol",331193,C22H30O,4,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7604,"4,4'-(3-Hydroxyhexane-3,4-diyl)diphenol",348536,C18H22O3,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
7605,4-[1-(3-Fluorophenyl)cyclohexyl]phenol,767641,C18H19FO,3,2,2,4,4,4,3,,,,,,,,,,,,,,,,,
7606,4-[4-(4-Fluorophenyl)hexan-3-yl]phenol,3418410,C18H21FO,3,3,1,3,4,4,3,,,,,,,,,,,,,,,,,
7607,4-[1-(4-Fluorophenyl)cyclohexyl]phenol,5008876,C18H19FO,3,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
7608,"4-[3-(3,4-Dihydroxyphenyl)-2,3-dimethylbutan-2-yl]benzene-1,2-diol",12610667,C18H22O4,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7609,"4-[4-(4-Hydroxyphenyl)-3,4-dimethylhexan-3-yl]phenol",12610676,C20H26O2,3,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
7610,3-[7-(3-Hydroxyphenyl)dodecan-6-yl]phenol,12862421,C24H34O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7611,2-Benzyl-4-ethylphenol,13838768,C15H16O,2,3,0,3,4,4,4,,,,,,,,,,,,,,,,,
7612,"Phenol, 4-[1-(4-hydroxyphenyl)-1-methylethyl]-2-methyl-",14389009,C16H18O2,2,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
7613,4-[(E)-2-(4-hydroxyphenyl)pent-1-enyl]phenol,20097841,C17H18O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
7614,4-[2-(4-Hydroxyphenyl)-3-methylbutyl]phenol,21564026,C17H20O2,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
7615,4-[3-(4-Hydroxy-2-methylphenyl)butan-2-yl]-3-methylphenol,21842005,C18H22O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7616,4-[[1-(4-Hydroxyphenyl)cyclohexyl]methyl]phenol,22013484,C19H22O2,3,2,0,4,4,4,3,,,,,,,,,,,,,,,,,
7617,4-[2-(4-Hydroxyphenyl)hexyl]phenol,44225697,C18H22O2,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
7618,2-(4-Hydroxyphenyl)-4-prop-2-enylphenol,56659878,C15H14O2,2,3,2,3,4,4,3,,,,,,,,,,,,,,,,,
7619,"3-[4-(3-Hydroxyphenyl)-2,3-dimethylbutyl]phenol",69080860,C18H22O2,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
7620,4-[3-(4-Hydroxy-3-propylphenyl)pentan-3-yl]-2-propylphenol,71714520,C23H32O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
7621,2-[4-hydroxy-3-[(Z)-prop-1-enyl]phenyl]-4-prop-2-enylphenol,129115823,C18H18O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7622,2-Tert-butyl-5-[2-(4-tert-butyl-3-hydroxyphenyl)ethyl]phenol,138664632,C22H30O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
7623,"Phenol, 4-(1,1-diethylpentyl)",91753332,C15H24O,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
7624,3-Fluoro-4-(2-fluoro-4-hydroxyphenyl)phenol,14008514,C12H8F2O2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
7625,4'-Decyl-3-fluoro-biphenyl-4-ol,14122127,C22H29FO,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
7626,4-(4-Methyloctan-2-yl)phenol,14266887,C15H24O,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
